id,城市,日期,最高温度,最低温度,天气,风向
39,北京,2000-02-08,-1.2487722919478976,-11.046139802592498,晴,南风 4级
40,北京,2000-02-09,2.4492450217259027,-5.0210030620991795,阴,南风 3级
41,北京,2000-02-10,5.813470915775677,-0.7205430787772942,晴,西南风 4级
42,北京,2000-02-11,7.159201514907712,-0.1502489761464494,中雨,东南风 5级
43,北京,2000-02-12,5.608215925398297,-4.0179679472126955,小雨,东北风 3级
44,北京,2000-02-13,6.473979527072569,0.9635226521127063,小雨,西南风 1级
45,北京,2000-02-14,7.779651529151154,0.11455124155401286,阴,西南风 1级
46,北京,2000-02-15,3.7479451203686516,-6.0335137175238,晴,西北风 5级
47,北京,2000-02-16,4.885672148569843,-3.4019687244445587,晴,西风 1级
48,北京,2000-02-17,0.062448670634705494,-9.653529181774726,大雨,东风 3级
49,北京,2000-02-18,6.389760426828419,-0.8630023374036329,阴,西北风 1级
50,北京,2000-02-19,2.0011986599706604,-6.037827290506533,多云,东南风 4级
51,北京,2000-02-20,-4.471238563967819,-12.546964535937299,中雨,东北风 2级
52,北京,2000-02-21,4.9263500242565,-0.9484651006512204,阴,东北风 3级
53,北京,2000-02-22,1.4623019357629863,-5.716438201131751,晴,东风 1级
54,北京,2000-02-23,4.431866177869182,-1.400851482713005,中雨,东风 5级
55,北京,2000-02-24,3.124882456711562,-2.207020311270146,大雨,南风 4级
56,北京,2000-02-25,5.584850913837832,-3.6922770999550787,晴,北风 3级
57,北京,2000-02-26,3.421984476216806,-3.796240244035229,小雨,东风 2级
58,北京,2000-02-27,1.1103930367765913,-5.682081018744807,大雨,西北风 3级
59,北京,2000-02-28,3.0283159807330557,-4.413393558532884,阴,西南风 2级
60,北京,2000-02-29,9.449647966074714,2.1656564326596213,大雨,南风 3级
61,北京,2000-03-01,15.87384869149661,10.41346648488662,小雨,南风 1级
62,北京,2000-03-02,18.37669088336115,11.721162340331423,中雨,东南风 4级
63,北京,2000-03-03,20.698890098689795,11.900560492910929,阴,南风 5级
64,北京,2000-03-04,17.991054536004604,9.714266603605711,中雨,东北风 4级
65,北京,2000-03-05,21.157822808290884,12.93823899868524,中雨,东南风 1级
66,北京,2000-03-06,17.531400246044193,7.583024261369964,阴,南风 5级
67,北京,2000-03-07,13.229457352542513,6.754207423122001,晴,西南风 1级
68,北京,2000-03-08,17.50671051455716,7.764249579537813,大雨,东北风 1级
69,北京,2000-03-09,23.017840278687324,14.080922670991576,晴,西风 1级
70,北京,2000-03-10,11.122709039269093,4.405665658668231,晴,西南风 4级
71,北京,2000-03-11,16.438226621449903,10.914233844045086,多云,西南风 1级
72,北京,2000-03-12,11.632289153298737,5.263107069870492,大雨,西风 2级
73,北京,2000-03-13,17.68803917443206,12.51658384991067,大雨,北风 5级
74,北京,2000-03-14,18.555321609692914,11.325745175153333,多云,西南风 3级
75,北京,2000-03-15,24.7312230069811,14.762151429068822,晴,东风 5级
76,北京,2000-03-16,22.22968292901545,15.874468773256275,多云,东南风 1级
77,北京,2000-03-17,14.829903891352112,7.771395242084106,小雨,东南风 3级
78,北京,2000-03-18,20.99444409559763,14.747076590238446,中雨,北风 5级
79,北京,2000-03-19,16.665079273816602,10.004342251443934,小雨,西风 5级
80,北京,2000-03-20,18.218851869357167,11.883991925025338,大雨,南风 3级
81,北京,2000-03-21,21.189628763623006,14.418324703276197,大雨,东南风 3级
82,北京,2000-03-22,13.011483082276404,4.282108473006488,大雨,北风 3级
83,北京,2000-03-23,10.529526842726046,0.7272162303481835,晴,北风 5级
84,北京,2000-03-24,16.70933958359406,10.252259570582655,大雨,东南风 3级
85,北京,2000-03-25,15.979484142267657,6.826209223771093,大雨,西北风 1级
86,北京,2000-03-26,13.450036779108174,6.028244764132941,阴,东南风 4级
87,北京,2000-03-27,21.4076410856726,13.821143979593224,大雨,北风 5级
88,北京,2000-03-28,20.556678138107728,14.364532248689034,大雨,东北风 3级
89,北京,2000-03-29,19.265523382537136,9.355041575662822,多云,东风 3级
90,北京,2000-03-30,10.687346350813916,2.0058206733081434,晴,西北风 5级
91,北京,2000-03-31,13.475162720520501,6.424326647956405,中雨,东南风 4级
92,北京,2000-04-01,11.771025952510247,4.490800385659964,晴,西南风 5级
93,北京,2000-04-02,13.81034709325432,4.531720804171117,阴,西北风 2级
94,北京,2000-04-03,22.70669965508766,14.702222775119454,中雨,东南风 2级
95,北京,2000-04-04,24.42234722651234,18.935561746267272,小雨,西北风 5级
96,北京,2000-04-05,14.401005061539282,7.195455559272636,大雨,西南风 1级
97,北京,2000-04-06,11.422823431037866,4.8724283941642526,中雨,东风 3级
98,北京,2000-04-07,15.25099655421076,8.225354587899565,多云,东北风 4级
99,北京,2000-04-08,22.48967829273767,14.7675985036436,晴,东北风 5级
100,北京,2000-04-09,15.57558081709969,10.023284312356015,多云,西风 4级
101,北京,2000-04-10,10.703937351100546,2.9933948847336573,中雨,西北风 2级
102,北京,2000-04-11,15.738558847156876,7.060315611691607,多云,南风 4级
103,北京,2000-04-12,10.38380771733539,1.4809912259284737,大雨,西风 1级
104,北京,2000-04-13,10.836858822802428,5.24119045881207,多云,东风 5级
105,北京,2000-04-14,17.45224066155861,7.487819213352694,小雨,南风 3级
106,北京,2000-04-15,16.63815581302565,10.407819347245859,多云,西北风 4级
107,北京,2000-04-16,23.025440138193904,13.486750341833725,晴,南风 5级
108,北京,2000-04-17,23.196058679446093,16.53295238479466,晴,西北风 2级
109,北京,2000-04-18,10.33569073899205,3.228192121984705,晴,西风 5级
110,北京,2000-04-19,24.040129396724073,17.086330702949738,阴,西北风 1级
111,北京,2000-04-20,16.774175134119428,7.926683766446482,小雨,西风 3级
112,北京,2000-04-21,17.631675043619047,9.792878123611807,多云,东北风 5级
113,北京,2000-04-22,23.998338026289197,14.681523765457685,大雨,西风 3级
114,北京,2000-04-23,15.993826475289989,10.586728183645885,大雨,南风 2级
115,北京,2000-04-24,17.51426081309395,12.097434983151214,中雨,西风 2级
116,北京,2000-04-25,17.932729226946144,11.77584514132926,阴,南风 1级
117,北京,2000-04-26,24.809744430871746,19.63694491264713,多云,南风 1级
118,北京,2000-04-27,15.655315328128843,9.514404135975902,中雨,西风 1级
119,北京,2000-04-28,11.068577375141606,5.580326364615701,阴,西南风 4级
120,北京,2000-04-29,20.02677917090327,14.841807922073817,多云,东风 2级
121,北京,2000-04-30,15.694641762197088,8.038984193804088,多云,西北风 2级
122,北京,2000-05-01,13.386401923917871,4.083526172633583,中雨,东风 2级
123,北京,2000-05-02,19.433330865053506,9.56111367119179,小雨,东北风 5级
124,北京,2000-05-03,13.456564585590641,7.942868736298928,多云,西北风 1级
125,北京,2000-05-04,13.911195233127955,7.907990502447838,中雨,西南风 2级
126,北京,2000-05-05,20.118435644074392,11.312465509128517,大雨,西南风 1级
127,北京,2000-05-06,21.34549212360561,15.076441793622582,阴,西风 2级
128,北京,2000-05-07,10.151350231050355,0.820008117152307,阴,东风 2级
129,北京,2000-05-08,15.94454170838622,8.766828008682785,中雨,西南风 4级
130,北京,2000-05-09,15.572885179404114,6.858353860681154,晴,南风 5级
131,北京,2000-05-10,13.988570132807526,5.977192654546782,小雨,西北风 1级
132,北京,2000-05-11,22.520558355252764,13.600120539223687,晴,西南风 3级
133,北京,2000-05-12,19.41278918345466,11.528633897649893,晴,西风 5级
134,北京,2000-05-13,24.205679023214575,15.423759487679082,多云,东北风 1级
135,北京,2000-05-14,13.947952644923273,4.05604395448726,小雨,东北风 5级
136,北京,2000-05-15,17.356616196834555,10.99768674803081,晴,东北风 1级
137,北京,2000-05-16,16.441336104659865,10.085482494024173,阴,西风 2级
138,北京,2000-05-17,16.609127969795683,7.229519305354348,晴,东北风 5级
139,北京,2000-05-18,19.878802414811542,10.37513303110803,阴,西北风 5级
140,北京,2000-05-19,15.07869820849241,8.469180838241503,中雨,东南风 5级
141,北京,2000-05-20,23.88104941784151,15.537361651879587,晴,西南风 1级
142,北京,2000-05-21,17.366397487042725,7.376168407540227,中雨,北风 1级
143,北京,2000-05-22,11.924163846359852,1.9732720243011848,晴,东风 2级
144,北京,2000-05-23,19.061519145008308,11.636948459280857,晴,西北风 4级
145,北京,2000-05-24,24.195845699208157,15.189073761029938,大雨,东北风 4级
146,北京,2000-05-25,15.351259611296081,8.208267605988054,晴,东南风 1级
147,北京,2000-05-26,11.703121451127737,2.625807631722912,中雨,东风 1级
148,北京,2000-05-27,11.456649668496937,3.6660117670504127,多云,西南风 2级
149,北京,2000-05-28,11.500296244100937,2.3536183425426387,中雨,西南风 3级
150,北京,2000-05-29,20.331837063060778,15.264080904581036,晴,北风 5级
151,北京,2000-05-30,21.542352936716732,11.836943330144654,中雨,东南风 4级
152,北京,2000-05-31,12.26166434140126,3.694967755520331,晴,东风 5级
153,北京,2000-06-01,37.14984911883876,27.728375118958514,大雨,西北风 4级
154,北京,2000-06-02,28.18959439596273,20.84275768402387,阴,西南风 5级
155,北京,2000-06-03,30.064241139033925,23.041506019725027,大雨,西风 5级
156,北京,2000-06-04,30.649223658907758,20.86226236090617,小雨,西北风 1级
157,北京,2000-06-05,27.26847486614836,21.96899536609002,中雨,南风 4级
158,北京,2000-06-06,36.78249094391755,28.816133779494525,阴,东北风 3级
159,北京,2000-06-07,31.86645247362734,22.889001149571268,晴,东南风 5级
160,北京,2000-06-08,28.89616335589134,21.1750325903006,小雨,西南风 5级
161,北京,2000-06-09,35.09592201017933,28.19660935309433,中雨,北风 4级
162,北京,2000-06-10,34.30482406781221,26.509023767355906,晴,北风 5级
163,北京,2000-06-11,36.192421460956226,30.490596019224903,多云,南风 2级
164,北京,2000-06-12,26.79861132025379,18.07056940734087,中雨,西风 1级
165,北京,2000-06-13,25.981447364072128,20.926714978845574,小雨,西风 3级
166,北京,2000-06-14,34.30651992579205,27.517064431527288,阴,西南风 1级
167,北京,2000-06-15,30.231956307129746,21.767521893482616,多云,东南风 3级
168,北京,2000-06-16,28.938147774603088,19.712183438143438,中雨,东北风 3级
169,北京,2000-06-17,32.86916976171845,23.756497484892293,多云,东风 1级
170,北京,2000-06-18,34.196944452794106,28.90371665078383,多云,东南风 1级
171,北京,2000-06-19,35.52278595938241,30.107820655467584,晴,东南风 5级
172,北京,2000-06-20,34.76936829099595,27.294595810654535,小雨,西北风 4级
173,北京,2000-06-21,30.96855292142081,25.215054528535738,晴,南风 1级
174,北京,2000-06-22,31.843918629008858,23.665248295642396,小雨,东风 5级
175,北京,2000-06-23,30.0905946235733,24.08080232498506,中雨,南风 3级
176,北京,2000-06-24,37.95652755321657,32.31606749406824,多云,东风 5级
177,北京,2000-06-25,37.617471144798095,27.7450061116059,阴,东风 5级
178,北京,2000-06-26,27.920138575565183,19.884059220265183,大雨,东北风 4级
179,北京,2000-06-27,32.472118119425026,24.285932148561315,大雨,西风 2级
180,北京,2000-06-28,31.982467997658397,22.732727123014705,多云,北风 2级
181,北京,2000-06-29,34.10922231182011,26.753591050010968,晴,西南风 2级
182,北京,2000-06-30,28.451820981853885,22.822554322925182,晴,东风 3级
183,北京,2000-07-01,31.99988808054695,22.465810123758587,大雨,西南风 5级
184,北京,2000-07-02,36.51979893896268,27.058997851833134,中雨,西风 3级
185,北京,2000-07-03,37.52798025258204,29.74921295041289,中雨,东北风 1级
186,北京,2000-07-04,37.331460312640225,27.911460214607132,晴,东南风 5级
187,北京,2000-07-05,29.28171003396258,20.124344927469977,晴,东风 1级
188,北京,2000-07-06,29.289730095606195,22.084166101525334,阴,东风 4级
189,北京,2000-07-07,26.348379924797914,16.86706525949051,晴,北风 1级
190,北京,2000-07-08,35.07789477589287,27.981838449640495,大雨,东风 2级
191,北京,2000-07-09,37.78615825445003,29.591036705365223,中雨,西北风 1级
192,北京,2000-07-10,33.2281857581524,24.489538994559954,多云,东风 2级
193,北京,2000-07-11,29.23422043084666,22.503561838253525,中雨,西北风 5级
194,北京,2000-07-12,31.334177875003306,23.172577625413936,小雨,北风 4级
195,北京,2000-07-13,31.462290575738866,26.28097919731426,中雨,东北风 5级
196,北京,2000-07-14,34.56415004040473,27.969467876000813,多云,东南风 1级
197,北京,2000-07-15,28.814055986737245,20.129388800403966,阴,东风 5级
198,北京,2000-07-16,35.39561191016025,28.36073727551814,晴,西南风 4级
199,北京,2000-07-17,35.851264489039536,30.725779017958594,小雨,东风 3级
200,北京,2000-07-18,26.908214055220743,20.128603502887618,小雨,东南风 4级
201,北京,2000-07-19,34.1285757241927,26.033537701628205,晴,西北风 1级
202,北京,2000-07-20,29.15302207953898,23.075779132792707,晴,东南风 4级
203,北京,2000-07-21,25.52294440657381,20.182688109139495,大雨,东风 2级
204,北京,2000-07-22,35.11025578408967,27.621771250351678,多云,南风 5级
205,北京,2000-07-23,26.929578426307373,20.537249617268387,阴,东风 3级
206,北京,2000-07-24,35.243780215330474,27.82692311989738,阴,南风 2级
207,北京,2000-07-25,35.95932813231437,30.70270400925906,晴,西风 3级
208,北京,2000-07-26,27.61291408357788,20.497594266409585,晴,西南风 5级
209,北京,2000-07-27,27.238664627356187,17.27292963364141,中雨,东南风 3级
210,北京,2000-07-28,32.036901048039475,23.284870881361897,小雨,东风 4级
211,北京,2000-07-29,32.76139718459598,23.776938701092554,小雨,北风 3级
212,北京,2000-07-30,35.1364012738881,25.274893332814674,晴,东风 4级
213,北京,2000-07-31,29.85974144150976,21.881787912699874,中雨,北风 2级
214,北京,2000-08-01,28.70288760289554,19.437919651196065,中雨,西风 2级
215,北京,2000-08-02,25.89212442476264,19.810079446183636,晴,西南风 3级
216,北京,2000-08-03,32.22689955205945,24.95553471154922,阴,东风 4级
217,北京,2000-08-04,32.90885889798363,23.89273996755439,晴,南风 5级
218,北京,2000-08-05,29.69539174360622,21.442640016319558,小雨,北风 2级
219,北京,2000-08-06,28.3464328730093,19.42575848592647,大雨,西南风 4级
220,北京,2000-08-07,25.951343714774065,19.91927399849162,阴,西北风 2级
221,北京,2000-08-08,31.19569504199592,25.32558321130024,多云,西北风 5级
222,北京,2000-08-09,34.34052843450833,27.694591237970776,阴,西南风 2级
223,北京,2000-08-10,30.80321385197647,21.878663884751397,大雨,东北风 2级
224,北京,2000-08-11,34.4835398651364,26.850727296221606,中雨,西风 4级
225,北京,2000-08-12,31.934327187045938,21.98283005601401,中雨,东风 2级
226,北京,2000-08-13,29.04971931718517,20.54718153233203,晴,西风 5级
227,北京,2000-08-14,26.650870642292272,19.12116768715463,晴,北风 5级
228,北京,2000-08-15,27.260028561383272,18.414985797313463,大雨,北风 4级
229,北京,2000-08-16,34.14368492151956,28.869208342399247,中雨,东北风 4级
230,北京,2000-08-17,26.88473380562026,20.728214367988578,大雨,东风 5级
231,北京,2000-08-18,34.67429649409536,28.107809016342173,多云,西北风 2级
232,北京,2000-08-19,35.73773209226119,29.723421033339925,中雨,西南风 4级
233,北京,2000-08-20,35.71749063108162,28.598544906892847,小雨,北风 2级
234,北京,2000-08-21,30.258491867827058,25.21402452058694,小雨,西北风 3级
235,北京,2000-08-22,28.73146823246155,22.782080939982194,小雨,西北风 3级
236,北京,2000-08-23,25.4868496712802,17.040372520781013,阴,西风 2级
237,北京,2000-08-24,34.00136548613545,28.03415341829193,大雨,东风 5级
238,北京,2000-08-25,29.943891179060685,20.05577793211124,大雨,西风 1级
239,北京,2000-08-26,31.988731030825623,25.977372273163017,小雨,西风 5级
240,北京,2000-08-27,25.63516851025906,19.390602282219216,大雨,北风 1级
241,北京,2000-08-28,25.650450932397224,15.953500621218732,小雨,东南风 5级
242,北京,2000-08-29,37.69261837387606,29.88359510159044,多云,西北风 4级
243,北京,2000-08-30,34.9494311583035,27.931707832947232,阴,西南风 3级
244,北京,2000-08-31,28.45926710754583,21.17953402592709,阴,东北风 3级
245,北京,2000-09-01,17.586922960274105,12.527873657622482,多云,西风 2级
246,北京,2000-09-02,16.80955560816449,9.96154101277075,多云,东南风 3级
247,北京,2000-09-03,20.106546796557442,11.262908500484757,晴,西风 1级
248,北京,2000-09-04,21.292868720830782,16.033366791857933,小雨,西风 2级
249,北京,2000-09-05,21.069976660787006,11.55182899348475,晴,西北风 4级
250,北京,2000-09-06,24.47166936916687,17.928838778669597,中雨,东南风 4级
251,北京,2000-09-07,19.844275155104818,12.193249345756033,中雨,西南风 1级
252,北京,2000-09-08,23.072738541027178,15.802822303840733,多云,西风 5级
253,北京,2000-09-09,24.106810486384767,17.017824965721207,小雨,东南风 4级
254,北京,2000-09-10,25.73872035566354,16.703526665151173,晴,南风 4级
255,北京,2000-09-11,16.920716160293967,8.2256391899272,晴,北风 4级
256,北京,2000-09-12,21.760223221652968,16.416146730432576,中雨,东风 1级
257,北京,2000-09-13,18.47316829747865,12.341109295386559,中雨,西风 1级
258,北京,2000-09-14,27.967167153340675,18.167813534360636,中雨,东南风 4级
259,北京,2000-09-15,22.879431018402762,15.637851909861869,小雨,西南风 4级
260,北京,2000-09-16,18.19683584524729,12.175402390240212,多云,东风 5级
261,北京,2000-09-17,27.89745108481875,22.84730354655085,多云,西南风 2级
262,北京,2000-09-18,15.668511936535587,6.019185794834749,大雨,西南风 2级
263,北京,2000-09-19,22.85935118034407,17.80476072132993,中雨,东北风 2级
264,北京,2000-09-20,15.191502768656976,6.520833953378469,多云,北风 1级
265,北京,2000-09-21,26.13933023276022,18.694901961010267,阴,东风 1级
266,北京,2000-09-22,25.451002155186284,18.03246954860145,阴,西北风 4级
267,北京,2000-09-23,18.140017716394443,13.133495450578362,阴,西北风 3级
268,北京,2000-09-24,17.325715482851805,10.154966041079824,大雨,西北风 3级
269,北京,2000-09-25,18.246121285552082,9.578599039100018,阴,东北风 3级
270,北京,2000-09-26,21.1076378927613,15.75466946444693,大雨,东风 5级
271,北京,2000-09-27,24.766779835495733,15.749500193191745,多云,北风 4级
272,北京,2000-09-28,17.40527916864143,10.347778378008869,多云,东北风 2级
273,北京,2000-09-29,22.857838857384635,17.847190089465887,晴,南风 5级
274,北京,2000-09-30,27.180703944390448,20.221975743397305,多云,东风 2级
275,北京,2000-10-01,23.32287676460995,14.85106976505132,阴,北风 1级
276,北京,2000-10-02,22.06949543699173,14.066920734504176,多云,东南风 3级
277,北京,2000-10-03,21.177525680100576,11.337605329496531,晴,西风 5级
278,北京,2000-10-04,26.72513153315359,17.484403917062565,大雨,东风 1级
279,北京,2000-10-05,19.287979287167907,10.08134772177756,大雨,东北风 1级
280,北京,2000-10-06,23.004784719160977,13.55395894641712,大雨,北风 3级
281,北京,2000-10-07,25.556091548098127,16.7851018306692,中雨,东风 1级
282,北京,2000-10-08,20.778293443026868,15.484146532781313,大雨,东北风 4级
283,北京,2000-10-09,23.186531909820012,15.63221484093384,大雨,北风 4级
284,北京,2000-10-10,25.08167144885577,18.26010632727032,小雨,西风 4级
285,北京,2000-10-11,19.259220856529225,13.604158912426389,多云,东风 2级
286,北京,2000-10-12,27.65019907763662,20.300858979671954,晴,东风 2级
287,北京,2000-10-13,27.789889318656154,18.85647488022515,阴,北风 2级
288,北京,2000-10-14,27.336119615851988,21.621291695832394,晴,东风 1级
289,北京,2000-10-15,26.09499098891018,18.356628305720324,阴,西南风 3级
290,北京,2000-10-16,15.448937552946008,9.233868363516162,晴,西北风 3级
291,北京,2000-10-17,21.904151151331316,13.557026236819759,多云,东南风 4级
292,北京,2000-10-18,16.40528763063057,8.014706937830024,晴,西北风 1级
293,北京,2000-10-19,22.78828731861292,13.609129029030886,阴,南风 5级
294,北京,2000-10-20,19.22989850813775,13.852583080729602,晴,南风 2级
295,北京,2000-10-21,25.5995869902409,18.56270650411395,阴,西南风 3级
296,北京,2000-10-22,25.08915043772492,19.353529481638404,晴,西南风 3级
297,北京,2000-10-23,17.41696867388722,9.368306698422554,多云,西南风 3级
298,北京,2000-10-24,17.228675239663836,10.336685356790678,大雨,南风 3级
299,北京,2000-10-25,19.820324195550473,14.007141341660788,多云,西风 1级
300,北京,2000-10-26,16.071191840872167,8.728429262759304,多云,东南风 4级
301,北京,2000-10-27,18.81828670120584,11.000003601386833,小雨,东南风 1级
302,北京,2000-10-28,17.119676365572428,10.898827915662338,小雨,西风 2级
303,北京,2000-10-29,16.8695535481995,7.848053303794323,阴,东风 4级
304,北京,2000-10-30,19.39363044307855,12.448321191507866,大雨,东风 3级
305,北京,2000-10-31,23.739367201236174,16.985353316198967,大雨,东南风 4级
306,北京,2000-11-01,25.16749925867585,19.558834944817328,中雨,西南风 3级
307,北京,2000-11-02,15.826760484275452,8.669101676567841,中雨,西南风 4级
308,北京,2000-11-03,21.744361132421805,16.070249227386487,大雨,西北风 4级
309,北京,2000-11-04,23.588420752042495,16.015003782946103,大雨,西北风 2级
310,北京,2000-11-05,22.05560207131739,14.927744635807038,中雨,北风 4级
311,北京,2000-11-06,23.146320309188006,17.899676244568106,大雨,西风 4级
312,北京,2000-11-07,27.59351166824126,20.050225571370294,晴,东风 3级
313,北京,2000-11-08,24.24384072320067,16.67124221922445,小雨,南风 4级
314,北京,2000-11-09,16.228088309183068,8.293212080240137,大雨,东北风 4级
315,北京,2000-11-10,24.496859407270094,16.6402522753881,阴,西风 5级
316,北京,2000-11-11,27.0920059946189,17.9644453150125,中雨,东南风 3级
317,北京,2000-11-12,16.900272461107285,10.972170595285238,中雨,东南风 4级
318,北京,2000-11-13,15.379615773316107,8.339496119785338,大雨,东南风 5级
319,北京,2000-11-14,26.66816126985782,20.332278600755203,晴,东风 1级
320,北京,2000-11-15,22.46631098261152,13.729374445207446,小雨,西北风 4级
321,北京,2000-11-16,24.651572594632153,17.596836736196938,多云,东风 4级
322,北京,2000-11-17,17.517575511527813,11.561725508435039,中雨,西风 2级
323,北京,2000-11-18,26.555788810924167,18.524704508867636,大雨,西北风 1级
324,北京,2000-11-19,20.129583008746245,10.295342175901414,晴,西风 4级
325,北京,2000-11-20,19.28419960610006,10.69766240123909,多云,东南风 4级
326,北京,2000-11-21,16.097190722942134,9.250218328164673,大雨,西北风 5级
327,北京,2000-11-22,20.989330141921325,15.181166098260446,中雨,东风 5级
328,北京,2000-11-23,21.62153598032168,14.443751461444137,中雨,东风 4级
329,北京,2000-11-24,22.094638470062485,15.743208383428987,小雨,南风 1级
330,北京,2000-11-25,19.31898848284713,12.861805962438762,阴,西风 4级
331,北京,2000-11-26,17.564124172813653,8.116178734812557,中雨,南风 1级
332,北京,2000-11-27,16.23993711206914,7.9508490379235806,大雨,北风 2级
333,北京,2000-11-28,23.313106742137013,17.826942152627375,阴,北风 4级
334,北京,2000-11-29,21.18462241487504,13.917556469250064,中雨,东北风 1级
335,北京,2000-11-30,23.119852765583992,15.273358392376775,阴,东北风 3级
336,北京,2000-12-01,9.310595795618447,1.9101755398613864,晴,西南风 1级
337,北京,2000-12-02,-0.16185732558290922,-9.687684275188563,晴,西北风 2级
338,北京,2000-12-03,-3.2978637960568005,-11.839186427889448,大雨,东南风 3级
339,北京,2000-12-04,7.907000152498577,1.6042395602089696,中雨,西南风 4级
340,北京,2000-12-05,-2.3083709984144694,-11.30547563398081,阴,西南风 2级
341,北京,2000-12-06,-4.281995041235097,-11.931537583852311,晴,西北风 4级
342,北京,2000-12-07,-4.085376996440333,-13.977412816179905,多云,南风 3级
343,北京,2000-12-08,3.080937021785526,-5.177626582260232,晴,东南风 4级
344,北京,2000-12-09,-4.032492909266078,-10.600764975917606,阴,西风 4级
345,北京,2000-12-10,0.08746416804755408,-6.477151389176117,大雨,北风 2级
346,北京,2000-12-11,1.22096143479276,-6.454100104562176,小雨,东风 1级
347,北京,2000-12-12,5.9884790823928045,0.14796157652288233,晴,东风 1级
348,北京,2000-12-13,4.749918966480901,-3.6436971042211317,小雨,南风 4级
349,北京,2000-12-14,9.083287100621794,3.061337922406169,中雨,西北风 5级
350,北京,2000-12-15,3.7740544456945124,-2.8773271959627063,多云,西南风 3级
351,北京,2000-12-16,9.03715252001551,-0.8511748843183398,中雨,东北风 4级
352,北京,2000-12-17,-1.3334697397284505,-8.259767583184418,晴,南风 5级
353,北京,2000-12-18,1.1679837694702515,-4.8456749370378365,多云,北风 5级
354,北京,2000-12-19,6.139037394025345,-2.8703449439162343,晴,东北风 2级
355,北京,2000-12-20,-3.4334409395315104,-9.262172499896456,阴,北风 1级
356,北京,2000-12-21,6.801621515415601,-2.717484581615359,阴,西风 2级
357,北京,2000-12-22,7.222140714651066,1.1486896637065005,阴,西南风 5级
358,北京,2000-12-23,6.829914740645393,0.8718195655091714,阴,东风 4级
359,北京,2000-12-24,-1.438302633029394,-8.154303886276612,阴,东风 4级
360,北京,2000-12-25,-2.404788493178592,-8.6170811970056,阴,西南风 2级
361,北京,2000-12-26,5.008400442154169,-2.8338412829738555,中雨,西风 2级
362,北京,2000-12-27,-2.8460479273971218,-12.23742084413267,大雨,西南风 2级
